id,text,description,time_captured,lang,self-reported location
1179520423,RT @RetroHardGamer: #Remake of  #Barbarian!!! with the green dwarf!!! http://t.co/kBBfKqBAoS #Cpc #Amstrad #Retrogaming,This page is dedicated to those who love #8bit #Pixel #Gamer #RetroGaming ! Follow us for support and will keep you updated on news #8bitGamerBot @8bitapparel,2013-03-28 21:26:58 UTC,en,USA
1298577012,"RT @Herbert_Pimlott: As opposed 2 #Harper govt, rightwing #Merkel ally proposes double-digit hike in top #tax rate #NDP #CPC #OWS #cdnpo ...",,2013-03-25 09:38:58 UTC,en,""
1298733192,RT @Beari8it: Conservative Ad Scam .... over Half a billion up in smoke on action plan ads  Could have been better spent. #cdnpoli #CPC  ...,"Если ты хочешь, чтобы кто-то остался в твоей жизни, никогда не относись к нему равнодушно!",2013-03-25 10:22:42 UTC,en,""
543906798,RT @blanca_ure: Aranjuez #CPC @irenecasasg @MariaEspejel @iInfinite1D http://t.co/MFaFPg5S8J,"/livewhileweareyoungesp.tumblr.com htirenecasasgl.tumblr.comember of @CrazyPussyCats / CodySimpson,SavanKotecha....follow me / #directioner :D",2013-03-25 20:21:28 UTC,es,Spayne
30268687,Outraged that Canada is the only country in the world to pull out of the UN anti-droughts convention http://t.co/DJQqkimCdd #cdnpoli #cpc,"#VanCity native, East African origin, living in #SoCal. Political Columnist @VancityBuzz. Tweeting mostly about politics and the sunny weather in #Claremont.",2013-03-28 02:32:04 UTC,en,Southern California
372343086,"RT @BigJMcC: @pmharper @CPC_HQ #CPC 1,500 union activists gathered in T.O. plotting ur demise.  Ur days in power r numbered. #C377 #Righ ...",,2013-03-23 17:40:48 UTC,en,""
65491605,what else she say today? @maviau: Over to you #CPC: Redford says feds should follow Alberta's lead on a carbon levy for industrial emitters,iPolitics.ca. http://Guardian.co.uk. Macleans.ca. Views my own. chorgan@ipolitics.ca,2013-03-18 22:13:26 UTC,en,Ottawa
269437734,"Conservative caucus back benchers  right to be upset about being muzzled, but using wrong issue to make their case #CPC","Spends his spare time following current affairs, and is an admitted political junkie. All opinions expresses are my own personal opinions.",2013-03-27 04:02:33 UTC,en,Maxville On
196819240,#coop4ca is happening - #GPC won't run in Labrador so #LPC can defeat #CPC http://t.co/HSPSL0sNcv #lpcldr #lpcdb8 #cdnpoli via @leadnowca,,2013-03-24 02:33:43 UTC,en,Toronto
19328001,"Feeling good about my first solo project. Nervous, anxious, and excited for y'all to hear it. Thank you @CalvinValentine &amp; @LAWZSPOKEN
#CPC","1/3 of @TxEmusic. From GA to PRTLND, let's make it blend",2013-03-21 10:06:16 UTC,en,PRTLND
68888806,@jenn_seeley Credit to the #Cpc MPs who helped it passed.,"Freelance writer (including @splitsider) and comedy nerd.  Wannabe professional.  All opinions/jokes my own, do not reflect employers.",2013-03-21 10:57:29 UTC,en,"Halifax, NS"
294174645,RT @nspector4: Seems an awful lot of #CPC candidates didn't quit when Haper promised Canadians not to re-open abortion and led them to a ...,PEI and NB expat now living in Ottawa. Tweets are my own. You probably want your own anyway.    ,2013-03-26 22:05:31 UTC,en,Ottawa
24597118,Murray proposes a 1-time cooperation with the #NDP and the Greens to avoid vote splitting and bring down Stephen Harper's #cpc govt. #lpcldr,"@McGillU student, history. M:tG nerd. Habs, Pats, Red Sox, #IMFC, Sooners. RIP Expos. I retweet too much but they're not endorsements. Views are my own.",2013-03-21 18:54:14 UTC,en,"ÜT: 45.45356,-73.79036"
46420869,"RT @BlueDuPage: If You Don’t Own An Ark, Vote For The ""Back To Work"" Budget  http://t.co/6vxYvCj0fl  #4jobs #2futures #BackToWork #CPC # ...","Librarian, gadget lover, avid reader, animal lover, liberal, feminist, and sometime smartass.  #UniteBlue",2013-03-19 20:15:16 UTC,en,Colorado
538148973,"RT @Haggisman57: Canada under Harper ""best governed"" country: http://t.co/MP7Cp0juqC #cdnpoli #politics #yvr #onpoli #cpc","It's time to eliminate the Green Energy project,reduce the high cost of energy, make drastic changes to all Government Salaries,pensions geared to time served. ",2013-03-20 00:51:25 UTC,en,Ottawa
19568866,"RT @InKorrrect: As long as #cpc keeps treating criminals as problems instead of as people, their moral authority to govern will be in do ...",,2013-03-21 18:56:34 UTC,en,in the walls
177303552,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/AF8sQiPJZa #NDP #cdnpoli","I'm a designer, actress, artist living in Montreal.  My life is fashion, art, work, raves, friends, food, sustainability, and the struggle for survival!",2013-03-18 18:14:03 UTC,en,"Montreal, Quebec, Canada"
546030512,My awesome new bumper sticker! #cdnpoli  #CPC #LPC http://t.co/3wzbyD5jJt,I'm a senior at Grace Christian School in PEI who just loves life and pretty much everything about it!,2013-03-25 21:37:24 UTC,en,"Charlottetown, PEI"
477043749,"Instead of just helping #CPC insiders, #Budget2013 could deliver real things for real people: http://t.co/RF45icaeed #NDP #cdnpoli",,2013-03-22 10:27:56 UTC,en,Canada
160576237,Relatório final do novo #CPC será lido no dia 17 de abril: http://t.co/lFwbDQvbgE,Twitter oficial do Conselho Federal da Ordem dos Advogados do Brasil.,2013-03-22 20:00:01 UTC,pt,"Brasília, Brazil"
528820859,"Why not? wrkd well for U.S.pre/08 RT @CourtneySymons: Let market decide, #CPC MP tells Flaherty on mortgage rates #cdnpoli",,2013-03-22 15:51:14 UTC,en,Ottawa
245095160,RT @leadnowca: #coop4ca is happening - #GPC won't run in Labrador so #LPC can defeat #CPC http://t.co/tg2w8k1RtS #lpcldr #lpcdb8 #cdnpoli,"consciousness, climate change, egalitarianism, politics, indie rock",2013-03-23 18:34:42 UTC,en,""
41205644,RT @joycemurray: Hard to understand Y 137 #CPC MPs are against protecting #trans gendered Canadians from discrimination #lpcldr  http:// ...,National Press Secretary & Communications Director for #LPCldr candidate Joyce Murray #CDNpoli,2013-03-21 14:03:43 UTC,en,"Ottawa, Ontario"
111120328,Buenos días @AlAvila @getasalesjob Gracias por seguirnos. Recuerden visitar http://t.co/mMk3B5ZJmY Manejamos formatos #CPC y #CPM,"La red de portales más importante de Colombia. Publicidad en Internet, Marketing Digital y Pauta en Red de Contenidos. http://www.pautefacil.com",2013-03-19 16:31:52 UTC,es,Colombia
297239016,RT @PeggyNashNDP: #CPC defeats #NDP motion to study causes of household debt. Makes no sense given 2008 global market crash. #cdnpoIi,"Musician + Designer, 
Social Media Nerd,
Amateur Writer + Designer of games,
Tea Drinker,
Comedy Addict
",2013-03-26 14:09:10 UTC,en,Canada
293313896,"RT @kylemmorrow: Another deficit budget by Harper's ""fiscal Conservatives"" #bdgt13 #cdnpoli #lpc #cpc",,2013-03-21 20:58:39 UTC,en,""
344029955,Probably going to spent Easter with @Clos_22 and going to church with his family! #CPC,Trammy. :) California is forever. 09/13. Junior. 16. Taken: Carlos Antonio Perez.,2013-03-28 01:13:15 UTC,en,""
122053347,"RT @PublishSphere: Holy Shit.. The #CPC official party line seems to be 'who cares if #Penashue was elected illegally, look at all the g ...",Not just any Liddy. Official opposition member dedicated to stopping corruption in cityabovethelaw,2013-03-21 18:31:06 UTC,en,""
73430683,"RT @SusanDelacourt: Worth noting that #CPC MPs got upset about what they *couldn't* say in #HoC, instead of the nonsense they are ordere ...","Business Management Professional, Solution Analyst, Political Junkie, World Traveler",2013-03-27 02:19:27 UTC,en,"Halifax, NS"
857342886,Disappointed in CPC backbenchers who defy a Prime Minister who has entrenched Conservatism in Canadian politics.  #cdnpoli #CPC #CBCPnP,CPC and WRAPA Political Activist; Economics Major at the University of Calgary; Musician; Recreational Philosopher; #EnergyPolitics,2013-03-26 22:22:09 UTC,en,Calgary 
1230441554,"#stephenharper in charge of #canada is like #tomflanagan in charge of a childporn taskforce
#idlenomore #cdnpoIi #CPC #flanaganslaststand",,2013-03-15 04:45:40 UTC,en,""
567814795,#InandOut and now #Penashue... Just how much #elxnfraud has the #CPC committed? #cdnpoli,"Métis. Canadian. Federal Liberal. Provincial Green. Scout. These tweets are mine, and only mine.",2013-03-14 19:57:21 UTC,en,"Duncan, British Columbia"
224934239,"RT @kennedystewart: .@JLggM @sciencepolicy #CPC needed to prove their concrete commitment to sci capacity, and put trust in sci communit ...","Writer, non-practicing neuroscientist, dabbler in advertising, marketing, communications, PR and business.",2013-03-24 16:01:01 UTC,en,""
1219831238,Blue in the face. MT @oberhoffner: hold my breath waiting for stmts from #wrp MLA's decrying #cpc budget as deficit-laden travesty? #ableg,Proud Albertan,2013-03-22 17:06:26 UTC,en,""
16603504,"RT @TheHarperGov: Memo to My so-called ""muzzled"" #CPC MPs: You're either with Me or you'll literally be with the friggin #Pandas. Capich ...","musician/educator/friend to the little man.
There is power in a union. ",2013-03-26 23:10:24 UTC,en,"Ontario, Canada"
138616596,#CPC Peter Penashue to announce he is resigning his seat and intends to run in bi-election.,"Inform. Impact. Inspire. Is what we do.
Independent. Indigenous. Is who we are.
Original and objective coverage of news and issues from Windspeaker/AMMSA.",2013-03-14 19:32:33 UTC,en,""
234952524,RT @NaelSWED: J'ai eu Julia au telephone et elle m'a tout dit #CPC,Rêver c'est la vie .   #TeamSkiny #TeamPingouinRose #TeamSociable #TeamSentimental #TeamWinner . ♥,2013-03-25 00:17:47 UTC,fr,¤ ALASKA  ¤
218987872,@brianlilley so very predictable ... Report some news...take on the #CPC corruption rather than being their voice #realStateBroadcaster,"Newfoundlander, Priest, Teacher, Advocate, Preacher, Husband, Uncle, Son, Brother, Child of God, Lover of God's People!",2013-03-15 19:43:01 UTC,en,"London, Ontario"
34533812,Check out the censored version of our ad in thecitymagazineep #cpc s/o to ekimleeba for letting us… http://t.co/y7m2oPPsr2,"COMMONpeoples owner-GetLifted Gorilla-self taught graphic Artist,photographer,video/graphics editor,web designer/programmer #ioweitalltoGodigivehimalltheglory",2013-03-27 21:49:08 UTC,en,"el paso, texas"
1206181339,RT @deBeauxOs1: oh SNAP! ➔ @MVLibertas The #cdnpoli version of ''Jumping the shark'' will now be know as ''Jumping the Panda''. #cpc = #CON,"C'est moi ! Bob le petit panda ! je vis dans la forêt, je suis plutôt un panda calîn, j'adore ça ! J'aime aussi parler de panda ! ",2013-03-25 23:47:38 UTC,fr,""
220851657,"Pass the Progressive budget, it's a no brainer: ""David Brooks vs. the House Progressives http://t.co/jXBV9ut9T8"" #CPC","You know how to whistle, don't you...just put your lips together and blow.",2013-03-20 14:04:45 UTC,en,""
561028136,Real reason Harper closes #ELA ?Research sure 2 yield findings that will oppose #CPC 's plans 2 desecrate environmnt via resource harvesting,"Dad, Spouse, Socialist, Interested in all things sustainable, ECO activist from way back.",2013-03-18 23:26:03 UTC,en,"Kingston, Ontario"
377574684,T-2 days till the till the #CPC free webinar: Are Your Buildings Ready to Meet NYC's Benchmarking Deadline?,"NYC Green House is a program developed by the NYC Department of Housing, Preservation and Development (HPD) and The Community Preservation Corporation",2013-03-18 22:05:04 UTC,en,New York City
801743592,RT @MgS_2011: Limburger cheese smells like roses compared to #cpc #cbsa propaganda shoot #cdnpoli http://t.co/7qr6n5vkYG,V-dizzle. Guitarist in Lisa's Hotcakes (@lisashotcakes). Fashion student and eco-fashionista. Feminist. Foodie. Fucking liberal. Loyal and loving friend.,2013-03-20 02:33:38 UTC,en,"Vancouver, B.C., Canada"
16180205,"Here's a pretty good account of my proposal 2 defeat the #CPC by #cooperation to avoid vote-splitting, for those who have questions #LPCldr","My vision for Canada is of a truly Sustainable Society that is socially, fiscally, and environmentally viable for generations to come
",2013-03-20 20:50:14 UTC,en,Vancouver Quadra
374643582,RT @ValckeNDP: Mark Warawa has a lot of MPs sitting around him in solidarity... #cdnpoli #CPC,house business coordinator in the saskatchewan ndp caucus,2013-03-26 16:48:26 UTC,en,"Regina, Saskatchewan"
239032386,"RT @SusanDelacourt: Worth noting that #CPC MPs got upset about what they *couldn't* say in #HoC, instead of the nonsense they are ordere ...","aspiring anthropologist, animal lover, marxist, former banker. Opinions are my own.  Retweets DO NOT imply endorsements. 
",2013-03-27 02:28:06 UTC,en,Unimatrix 001
1298711894,"RT @Herbert_Pimlott: As opposed 2 #Harper govt, rightwing #Merkel ally proposes double-digit hike in top #tax rate #NDP #CPC #OWS #cdnpo ...","Если тебе всё время нужно, чтобы человек был рядом, это и есть любовь.",2013-03-25 10:12:33 UTC,en,""
184862799,RT @55FiftyFive55: Google releases a website to compute the full value of Mobile. http://t.co/7hPOuZUMsf #mobileads #cpc #adwords #sea,"Soul,Funk & R&B vocalist and showman. Also an avid fan of craft beer. Good music, good food, a good beer & a good woman 2 share it all with. Good Night!!!!",2013-03-27 13:06:14 UTC,en,"Boston, MA"
165514010,wassup #CPC's? RT @jose3030: FAA shuts down 149 air traffic towers due to sequester - http://t.co/zTx7wXW2VM,I recognize game like the #ESPYs.,2013-03-23 15:35:37 UTC,en,West Coast'n
215406950,"RT @irenemathyssen: ""World class"" oil spill protection? Really? Clean up ship hits sandbar en route to a #CPC photo-op: http://t.co/36lb ...",News. Politics. Commentary. Sometimes Satire.,2013-03-21 16:52:31 UTC,en,"Vancouver, B.C"
139880319,@SocialDows I'll have to be the lone representative of the #CPC in Coventry after my initiation next friday,The Arsenal Home & Away. #YeahhRugby #NZ13 #Paula,2013-03-15 12:00:17 UTC,en,Romford
33269047,RT @46nd2: Canada's global ranking in freedom of information a despicable 55 of 93 #HarperMustGo #cdnpoli #cpc http://t.co/kD8tiiYsbQ vi ...,Resident of small town in Central East Alberta.  Living in my starter house with my starter husband and two spoiled dogs.,2013-03-18 01:10:27 UTC,en,"Wainwright, AB"
84600728,#WhatEverYouLike ♫ #CPC ♥ nice moment's :-),Técnico en Diseño Gráfico. // Hincha del Deportivo Independiente MEDELLÍN. // yo soy #HipHop el amor de mi vida. // ♥,2013-03-22 01:33:18 UTC,es,Medellín - Colombia
40756532,RT @CanadianPeace: The war on Iraq war wrong. Let US war resisters stay in Canada. #Iraq10years #cdnpoli #cpc #lpc #ndp #gpc,Updates from the Lower Mainland's broad-based anti-war coalition. StopWar is a member of the pan-Canadian @CanadianPeace network. ,2013-03-19 15:36:01 UTC,en,"Vancouver, BC, Canada"
633057774,"""These go to 11"". This isn't Spinal Tap Harper http://t.co/UZWWvalisw #cpc #cdnpoIi  This your idea of making Canada in recognizable?",Driven from Happy Forest by #tarsands development the Beaver struggles to find out who is responsible and whether his family is alive...,2013-03-15 02:32:51 UTC,en,""
15077420,#coop4ca is happening - #GPC won't run in Labrador so #LPC can defeat #CPC http://t.co/2mUTMAzKth #lpcldr #lpcdb8 #cdnpoli via @leadnowca,"Software Engineer, Photographer",2013-03-23 18:41:29 UTC,en,"Vancouver, BC, Canada"
63631693,RT @MinPeterMacKay: Celebrating the admirable military service of my parliamentary colleagues  #cdnpoli #cpc http://t.co/6AN0Ox1wO2,Your one stop page about Canadian Military related news. — Votre guichet unique de nouvelles militaires canadiennes.,2013-03-25 23:19:37 UTC,en,"Sherbrooke, Quebec"
415141537,"@bobraeMP @JustinTrudeau This recipient went on 2 complete additional 2 yrs: obtained wrk b4 grad'n! Built great career! Tnx 2 LPC, NOT #cpc","Chemical Analyst: CPAC nerd: American Eskimo dog named Duke is my best friend. Vehement on social justice, especially our country Canada's First Nation Peoples.",2013-03-22 17:32:13 UTC,en,"Edmonton, Ab"
950291354,What does everyone think of Peter Penashue's resignation? http://t.co/bHgv92bu0I #cdnpoli #canada #canpoli #cpc #lpc #ndp,A new political movement in Canada- RATE/discuss politicians and programs/services on all levels of government- going from PM Harper down to your local mayor,2013-03-15 05:08:08 UTC,en,Canada
444788886,RT @Dan_Man_10: S/O to all my Clough Pike Cougars out there tho. #CPC,Just trying to better myself each and everyday ,2013-03-15 19:02:19 UTC,en,""
89812685,"I think the #CPC is taking creative direction from Enbridge. Moldova, Slovenia &amp; Macedonia are water in their new ad. http://t.co/ZsMiMKcg4a","NPD researcher, campaigner, academic, baker & lover of fine wine, old cheese and good scotch. the views expressed here are my own. ",2013-03-19 20:05:30 UTC,en,"Ottawa, ON"
217606140,@OpenMedia_ca @christianparad Guess since it makes you more in taxes that's more important to #CPC than us.,"Just a guy thats a fan of many hot girls and great deals
will #Followback",2013-03-18 17:46:43 UTC,en,online
1138077696,RT @YukonGale: Does he know what too-far is?@Rabnew: @pmharper is afraid. He knows he is going too far. #idlenomore #cpc #cdnpoli http:/ ...,"concern for #environment, #climate, passion for #socialjustice, love the #bible, love to #laugh :) ",2013-03-19 17:24:00 UTC,en,Canada
86344211,Peter Penashue resigned because of electoral fraud but will run again in a by-elxn because his wrongs will have been laundered! #pnp #cpc,Happy to live in the North; ask me at -40 though.,2013-03-14 21:03:02 UTC,en,North of Ordinary
21547158,Aaaaaaaahhhhh Stop these friggin stupid Action Plan commercials on TV. I can't take it anymore!!!! arrrrrgggggggg #cdnpoIi #CTV #CPC,"Teacher, photographer, futurist, artist, activist, motorcyclist, fan of the technological machine, Citizen13 from Ottawa ON, Canada",2013-03-18 23:18:23 UTC,en,Ottawa
387431860,Nigel Farage looks to Canada (Reform Party) for inspiration. http://t.co/4j65SYqcJc #cdnpoli #cpc #ukip #uk,"Editor-in-Chief for @PArthurHerald, @HuffPostCanada blogger, McGill student. Coffee addict, opinionated, & 100% Canadian",2013-03-22 19:49:20 UTC,en,"Montreal, Canada"
614784729,#AlternativasAdsense Monetiza tus links : Linkbucks http://t.co/0NKGWn7ugh #CPM #CPC #CPL #CPA,,2013-03-27 18:17:40 UTC,es,""
14638851,Were #CPC MPs 'whipped' into voting to continue muzzling scientists? Parliamentary Vote: http://t.co/kIMtNC2TTG #cdnpoli ht @renesugar,"'Blacklisted' Artist, Author of Bothered By My Green Conscience, Quiz Creator: How Many Climate Denialists Can You Fight Off?",2013-03-22 13:48:03 UTC,en,"Toronto, Canada"
426673015,RT @deepgreendesign: @seanmoore80 Perhaps #PMHarper can use #CCS &amp; pump it underneath a non #CPC district. #Humour #CDnPoli #Corrupt ...,"Te mantengo informado las 24 horas de lo que pasa en Caracas, la mejor capital de América Latina: tu ciudad.",2013-03-16 21:44:11 UTC,es,"Caracas, Venezuela"
216475552,"RT @HedyFry: My Cyberbulling bill was voted down. Not one #NDP, not one #CPC broke ranks and voted their conscience. Whipped on PMB! Sha ...","Long-time YXE resident, Ward 1 City Councillor, Pres/CEO Junior Achievement, community volunteer, Salt & Vinegar chip connoisseur … RT ≠ endorsement #NOH8",2013-03-28 00:22:04 UTC,en,"Saskatoon, SK"
242975599,RT @NSValley: @GregWeston30 NO the #CPC DID NOT win the elect fairly! NO @ElectionCDA IS NOT doing much about it! @CBCNews Go investigat ...,"News junkie, political aficionado, Earth lover and I only cook from scratch so sometimes dinner’s late .... and I still have time to follow my Tweet favs! ",2013-03-16 00:34:57 UTC,en,"Vancouver, BC"
550534777,"Just noticed the #cpc has gone back to using the ""previous Liberal Government"" sound bite. Nervous perhaps? #lpc #cdnpoli","Hope-to-be Lawyer, Liberal and lover of British Humour. Opinions expressed are my own and is not legal advice. Seriously, who want's advice on twitter?",2013-03-23 00:14:51 UTC,en,""
17551297,Off to Sherwood Park to be the Returning Officer at the Delegate Selection Meeting. Always great to spend a Saturday with #CPC policy wonks.,Student-at-law in Edmonton. Conservative political activist. Views/opinions are my own.,2013-03-16 14:11:49 UTC,en,"ÜT: 53.540864,-113.519429"
37513164,"RT @samdinicol: #NDP Leader @ThomasMulcair : A sustainable economy is Canada's future. 300,000 good jobs lost under #CPC. #cdnpoli #QP",,2013-03-19 18:34:54 UTC,en,""
24952644,RT “@kady: Wow. This is kind of jawdropping on many levels: http://t.co/mD1frMiHfg” #BCPoli #CanPoli #CdnPoli #CPC #TellVicEverything #YVR,"B.CYC, CCYC, Family intervention Generalist at The Family Centre, Executive Director @Campboysdale, lover of all things nerdy",2013-03-17 03:40:39 UTC,en,"Edmonton, Alberta, Canada"
67171013,RT @bearclannation: We need to all be #idlenomore »Canada: #CPC &amp; Prime Minister Harper Launches First Nations “Termination Plan” ht ...,"Les Communications Mary Kelly Communications Services: Very politically active Toronto Centre Constituent-Citizen-TAXPAYER, DISABLED NOT DISARMED!  



",2013-03-18 07:05:41 UTC,en,""
575511770,We should just start calling the federal government the Harper Foundation #cdnpoli #canpoli #pcpo #lpc #cpc #onpoli #ontpoli #topoli,Exploiting the pain of child victims in order to spy on Canadians who choose to satirize their out of control power tripping Chretien #lpc inspired government.,2013-03-18 00:31:33 UTC,en,With Vic Toews
776270952,"RT @lexinc: #SunNews an ""organ"" of the #CPC. #InsertPenisJokeHere And...Yea, 90% of cdns opposed to them getting on basic cable! http:// ...","I am my own person , having bowed down to no man , institution or religion , walking  my own path with the creator  !!! ",2013-03-14 20:12:36 UTC,en,"lake cowichan ,bc canada "
14390356,Report on how much US Agencies allow scientists to share. Imagine how results would look in #CPC's Canada? http://t.co/fuK7CLVY45 #cdnpoli,"Sask emigrant / Culture enthusiast / Pianist / Politico, but don't hold it against me.
PS, views are my own. XOXO",2013-03-18 16:37:01 UTC,en,Ottawa
272237849,RT @vansopinion8ted: @OutlawTory anyway I'm done dealing with a #cpc troll .... when you have some real facts try again meanwhile I'll k ...,How the fuck u g'on look & not follow u asshole ?! ,2013-03-15 04:14:17 UTC,en,Ridin N yo car bxtch since1492
92651574,"LoL RT: @Buswell_FedNDP: @RathikaS I asked a few #CPC members to plot where/how many jobs they've ""created"" on a map. http://t.co/u2JhrTaryi",Member of Parliament for Scarborough-Rouge River (NDP),2013-03-19 18:44:55 UTC,en,"Scarborough, ON"
19881863,"Parce qu'une image vaut mille mots... ""@kennedystewart: This pic tells you about value #CPC places on science http://t.co/idPNeDILDz""","Députée NPD, circonscription de Rivière-des-Mille-Îles  NDP Member of Parliament, riding of Rivière-des-Mille-Îles",2013-03-22 17:46:04 UTC,fr,"St-Eustache, Québec"
563293589,RT @David_Bertschi: I suggest #CPC backbenchers read my Liberal 2.0 platform. Some great democratic reform ideas in it that allow mp's t ...,This account is run by #Bertschi4LPC campaign staff. Tweets from David are signed - DB. ,2013-03-27 12:54:06 UTC,en,"Ottawa, Ontario"
858827341,"@davidakin @BillTieleman @JustinTrudeau #CPC #LPCLdr I pity Bill for such analysis. He drives by looking thru rear view mirror, seems like.",RTs and thoughts @ Justin. What's on my mind. #cdnpoli ,2013-03-19 11:35:35 UTC,en,Canada
85094715,"RT @YoSammiSam: #Canada Protests @pmharper and the #CPC April 6, 2013 http://t.co/gsxalO0zFm #CdnPoli #OccupyCanada #OpFuckHarper #A6 ST ...","Wonder-junkie, Techno-hippie. The more you absorb the more dangerous you will become. Take the mundane and blow it away with awe. #indigochild",2013-03-24 02:10:13 UTC,en,Victoria
513739938,"RT @jacklayton: -@pmharper, appointing your failed #CPC candidates to the Senate is not the kind of job creation strategy Canadians had  ...","Retired print editor, still gathering news. Providing a grassroots news service for indigenous and environmental concerns, events and stories.",2013-03-14 22:04:38 UTC,en,Toronto
322058839,Disappointed that #M408 was deemed non-votable by #CPC. Protect the rights of unborn girls @pmharper .,"Student, athlete, dead poet, and follower of Christ!",2013-03-24 11:35:50 UTC,en,"Ottawa, ON, Canada"
17076793,RT @BarryLoewen1: @NadineLumley @pmharper All Canadians should be ashamed of blackmail tactics of #cpc gov't http://t.co/bg6GWSQYV9,"an immaculate contraption, a brilliant mistake - a biobod",2013-03-27 17:45:28 UTC,en,Vancouver
25362154,RT @Cash4TO: I gave notice of a motion dealing with the code of conduct at LAC and #CPC forces the committee in-camera. Talk about muzzl ...,Masking the fact that I'm a big nerd,2013-03-21 10:54:34 UTC,en,Canada
112372171,"RT @ValckeNDP: Pierre Poilievre - ""Peter Penashue invented the internet for Labradorians"" #cdnpoli #QP #CPCFail #CPC",call me maybe.,2013-03-19 18:44:20 UTC,en,coast salish territories
402172664,"Missed the ""inexperienced volunteer"" line from Penashue 'til now -- typical #cpc garbage, blame anyone but themselves. #cdnpoli","Canadian & Ontario politics, urban agriculture, baseball & fishing -- often in that order. RTs not always endorsements.  All views my own. ",2013-03-14 20:38:00 UTC,en,Toronto & Mississauga
20268038,gender identity - a false ideological concept - a social blight - a legal danger. Defeat Bill C279 Conservative MPs.  #cdnpoli #cpc #gender,Leading citizen action for a better Canada,2013-03-16 13:42:18 UTC,en,Canada
331272785,MT @WButler2011: Elections commissioner wants charges laid over ‘Pierre Poutine’ robocalls http://t.co/8NDt8nDzm0 #cdnpoli @MikeLakeMP #cpc,"Union activist, socially conscious, Lefty, love the north. Amateur Radio operator-VY1MAB. Wish I could ride my motorcycle year 'round! Love my family!",2013-03-15 01:52:06 UTC,en,"Whitehorse, Yukon"
246455540,Always a filling B'fast at Nackawic Firehall. Good Tobique-Mactaquac #CPC AGM and June convention delegate selection mtgs. 1/2,"MP, Tobique-Mactaquac",2013-03-16 17:45:41 UTC,en,"Douglas, New Brunswick"
19240249,#Breaking #cpc MP for #Labrador &amp; Intergovernmental Affairs Minister Peter Penashue is resigning. #cdnpoli,Breaking news from CKNW News Talk 980 - BC's News Leader.,2013-03-14 19:42:50 UTC,en,"Vancouver, BC"
24696861,RT @NDP_HQ: Unbelievable. @MeganLeslieMP asks Minister Ashfield to apologize for sexist remarks. What does #CPC do? Heckle her. http://t ...,"Interested in politics, social justice, and environmental issues. ",2013-03-26 20:45:03 UTC,en,""
60500762,"Justice must be served with dignity. #CPC minister #Toews approves Border Services TV show, alleged offenders raided. http://t.co/DHL2lI8s7E",Grad student. Drummer. Traveller. Tech fanatic.,2013-03-19 14:33:05 UTC,en,"Montreal / Reading, UK"
14467651,"RT @kennedystewart: #CPC claims political ownership of past sci achievements, doesn't realize future achievements need longterm gov't su ...",you should probably believe everything i say,2013-03-20 20:32:31 UTC,en,Sylvan Lake
58321430,"RT @Herbert_Pimlott: As opposed 2 #Harper govt, rightwing #Merkel ally proposes double-digit hike in top #tax rate #NDP #CPC #OWS #cdnpo ...","Your @ksunion president, @cfsfcee @cfsns exec rep, BA  @ukings, FOT, follower of economics and politics esp. higher ed. ",2013-03-24 20:58:34 UTC,en,"Halifax, NS"
149317195,RT @MPEveAdams: This #cpc  Budget will more than double the money provided to Veterans for funerals.  Standing up for our Veterans! #cdnpoli,Looking to connect with other conservative Canadian libertarian supporters in Ontario. Opinions are my own. I do not speak for anyone but myself. ,2013-03-21 21:03:37 UTC,en,"GTA, Ontario, Canada"
147981741,RT @nikiashton: #CPC forces in camera on motion demanding that RCMP women testify at committee. #ndp,Feminist.  Trade Unionist.  Fighting the good fight whenever possible,2013-03-21 15:28:59 UTC,en,Ottawa
360639045,RT @althiaraj: ON The Blogs: @ElizabethMay takes apart #CPC spin around new tanker and pipeline safety standards http://t.co/MNLCZj2hay  ...,,2013-03-21 04:54:17 UTC,en,""
142271252,#NPC #China: Which of the policy goals highlight by #Xi-Jinping &amp; the new leadership is the most important?  http://t.co/2I71SG6G5v #CPC,"Director - Private Wealth Management & Capital Markets at CFA Institute, the global association of investment professionals.",2013-03-22 21:03:01 UTC,en,Hong Kong
1210051994,Halitn!!!! Pumpeed Let's go #Malcolm #Cpc,Cheerleader;*«3 Pin:23a1918f ,2013-03-21 18:59:15 UTC,en,""
15675351,"The #Progressive Caucus’ Budget Invests Where It Matters
#CPC #P2 #CTL #UniteBlue http://t.co/xWO7Fp005Y",Progressive Democrats of America was founded in 2004 to transform the Democratic Party and our country.,2013-03-16 18:09:45 UTC,en,"Washington, DC"
15682552,Which 18 #CPC MPs stood up for #transgender rights in the Bill #C279 vote http://t.co/zLZFiINDJI #cdnpoli #canqueer,"Web editor and technology editor at the Georgia Straight. Blogger at @vegcoastvan. Writing about news, vegan food, Internet, hiking. Email shui@straight.com.",2013-03-21 18:57:23 UTC,en,"Vancouver, BC, Canada"
